STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070101,0,194,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070102,0,200,117
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070103,0,217,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070104,0,228,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070105,0,228,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070106,0,178,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070107,0,167,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070108,0,211,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070109,0,228,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070110,0,250,78
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070111,0,194,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070112,0,228,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070113,0,156,33
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070114,0,100,-39
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070115,0,106,11
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070116,0,122,44
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070117,0,150,6
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070118,0,167,11
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070119,0,161,28
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070120,0,156,44
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070121,0,161,50
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070122,0,156,67
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070123,0,183,50
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070124,0,200,56
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070125,0,217,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070126,0,239,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070127,0,217,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070128,0,222,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070129,0,206,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070130,0,228,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070131,0,206,89
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070201,0,189,61
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070202,0,183,50
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070203,0,200,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070204,0,217,78
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070205,0,250,89
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070206,0,283,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070207,0,267,94
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070208,0,261,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070209,0,272,106
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070210,0,256,122
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070211,0,261,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070212,0,250,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070213,0,211,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070214,0,206,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070215,0,217,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070216,0,239,94
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070217,0,272,122
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070218,0,294,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070219,0,278,133
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070220,0,194,94
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070221,0,217,94
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070222,0,233,106
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070223,0,250,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070224,0,183,50
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070225,0,200,44
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070226,0,228,106
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070227,0,233,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070228,0,239,89
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070301,0,178,44
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070302,0,189,56
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070303,0,211,89
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070304,0,228,78
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070305,0,244,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070306,0,278,128
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070307,0,283,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070308,0,300,133
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070309,0,311,128
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070310,0,306,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070311,0,322,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070312,0,328,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070313,0,339,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070314,0,344,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070315,0,333,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070316,0,333,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070317,0,372,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070318,0,383,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070319,0,333,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070320,0,317,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070321,0,317,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070322,0,228,122
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070323,3,261,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070324,8,217,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070325,0,256,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070326,0,283,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070327,0,311,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070328,0,222,72
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070329,0,228,83
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070330,0,261,128
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070331,0,267,128
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070401,0,300,100
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070402,0,333,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070403,0,344,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070404,0,333,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070405,0,333,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070406,0,333,178
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070407,0,333,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070408,0,333,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070409,0,294,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070410,0,294,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070411,0,294,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070415,0,311,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070416,0,222,94
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070417,0,200,111
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070418,0,300,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070419,0,289,133
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070420,0,256,133
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070421,5,228,78
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070422,0,233,128
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070423,0,278,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070424,0,261,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070425,0,317,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070426,0,344,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070427,0,328,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070428,0,344,178
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070429,0,378,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070430,0,367,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070501,0,361,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070502,0,339,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070503,0,344,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070504,0,300,178
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070505,0,300,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070506,0,283,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070507,0,311,194
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070508,0,344,194
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070509,0,372,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070510,0,389,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070511,0,389,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070512,0,389,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070513,0,372,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070514,0,361,222
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070515,0,367,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070516,0,361,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070517,0,367,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070518,0,367,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070519,0,367,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070520,0,361,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070521,0,361,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070522,0,333,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070523,0,306,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070524,0,322,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070525,0,350,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070526,0,356,228
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070527,0,372,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070528,0,372,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070529,0,372,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070530,0,372,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070531,0,378,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070601,0,372,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070602,0,378,233
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070603,0,361,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070604,0,394,222
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070605,0,417,233
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070606,0,417,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070607,0,328,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070608,0,328,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070609,0,344,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070610,0,361,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070611,0,372,228
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070612,0,378,239
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070613,0,372,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070614,0,394,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070615,0,422,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070616,0,422,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070617,0,422,233
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070618,0,417,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070619,0,422,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070620,0,417,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070621,0,428,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070622,0,428,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070623,0,433,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070624,0,406,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070625,0,422,256
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070626,0,428,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070627,0,433,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070628,0,428,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070629,0,422,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070630,0,433,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070701,0,439,256
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070702,0,433,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070703,0,439,256
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070704,0,439,256
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070705,0,456,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070706,0,461,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070707,0,444,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070708,0,417,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070709,0,406,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070710,0,411,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070711,0,356,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070712,0,422,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070713,0,422,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070714,0,394,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070715,0,417,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070716,0,433,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070717,0,450,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070718,0,450,272
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070719,0,428,272
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070720,0,422,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070721,0,378,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070722,0,378,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070723,0,389,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070724,0,411,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070725,0,378,267
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070726,0,394,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070727,0,389,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070728,0,394,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070729,0,406,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070730,0,406,306
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070731,0,-9999,311
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070801,0,378,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070802,0,361,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070803,0,411,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070804,0,428,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070805,0,433,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070806,0,372,261
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070807,0,383,256
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070808,0,394,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070809,0,411,261
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070810,0,411,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070811,0,411,306
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070812,0,422,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070813,0,439,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070814,0,433,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070815,0,400,306
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070816,0,422,306
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070817,0,433,322
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070818,0,439,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070819,0,450,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070820,0,400,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070821,0,411,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070822,0,433,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070823,0,444,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070824,0,422,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070825,0,428,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070826,0,394,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070827,0,406,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070828,0,428,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070829,0,450,311
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070830,0,444,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070831,0,428,294
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070901,0,433,322
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070902,455,461,239
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070903,0,433,311
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070904,0,439,300
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070905,0,406,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070906,0,389,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070907,0,383,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070908,0,383,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070909,0,411,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070910,0,417,250
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070911,0,406,261
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070912,0,433,283
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070913,0,428,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070914,0,411,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070915,0,417,278
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070916,0,411,289
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070917,0,394,217
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070918,0,356,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070919,0,356,222
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070920,0,350,206
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070921,0,289,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070922,0,289,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070923,0,300,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070924,0,283,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070925,0,322,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070926,0,344,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070927,0,361,200
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070928,0,361,228
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070929,0,333,189
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20070930,0,306,178
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071001,0,344,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071002,0,317,233
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071003,0,361,261
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071004,0,372,244
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071005,0,361,211
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071006,0,278,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071007,0,261,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071008,0,289,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071009,0,328,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071010,0,328,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071011,0,328,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071012,0,333,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071013,0,317,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071014,0,283,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071015,0,317,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071016,0,322,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071017,0,289,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071018,0,289,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071019,0,311,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071020,0,344,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071021,0,350,194
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071022,0,267,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071023,0,278,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071024,0,317,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071025,0,356,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071026,0,356,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071027,0,339,172
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071028,0,328,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071029,0,356,167
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071030,0,361,183
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071031,0,294,139
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071101,0,311,150
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071102,0,322,161
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071103,0,311,144
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071104,0,317,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071105,0,333,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071106,0,333,156
GHCND:USW00023195,YUMA INTERNATIONAL AIRPORT AZ US,20071107,0,333,172
