Origin,Dest,IsDelayed
MEM,SJU,17
MEM,SLC,98
MEM,STL,253
MEM,TLH,207
MEM,TPA,284
MEM,TUL,279
MEM,TYS,236
MEM,VPS,351
MEM,XNA,219
MFE,ATL,254
MFE,DFW,278
MFE,IAH,433
MFE,LAX,14
MFR,BOI,0
MFR,DEN,107
MFR,LAS,46
MFR,PDX,247
MFR,PHX,51
MFR,RDM,0
MFR,SFO,960
MFR,SJC,0
MFR,SLC,171
MFR,SMF,0
MGM,ATL,799
MGM,CVG,21
MGM,IAH,113
MGM,MEM,200
MHT,ATL,411
MHT,BOS,4
MHT,BWI,946
MHT,CLE,237
MHT,CLT,214
MHT,CVG,308
MHT,DCA,34
MHT,DTW,309
MHT,EWR,540
MHT,IAD,268
MHT,JFK,30
MHT,LAS,99
MHT,MCO,298
MHT,MDW,403
MHT,MSP,52
MHT,ORD,440
MHT,PHL,720
MHT,PHX,20
MHT,TPA,166
MIA,ATL,1986
MIA,BDL,169
MIA,BNA,232
MIA,BOS,762
MIA,BWI,354
MIA,CLE,171
MIA,CLT,1217
MIA,CMH,141
MIA,CVG,336
MIA,DCA,1027
MIA,DEN,364
MIA,DFW,1142
MIA,DTW,349
MIA,EGE,11
MIA,EWR,1169
MIA,FLL,0
MIA,GSO,55
MIA,IAD,226
MIA,IAH,718
MIA,IND,178
MIA,JAX,70
MIA,JFK,1127
MIA,LAS,347
MIA,LAX,959
MIA,LGA,1613
MIA,MCI,9
MIA,MCO,876
MIA,MDW,117
MIA,MEM,212
MIA,MSP,295
MIA,MSY,358
MIA,ORD,1431
MIA,ORF,74
MIA,PHL,951
MIA,PHX,106
MIA,PIT,190
MIA,RDU,398
MIA,RIC,67
MIA,SDF,64
MIA,SEA,146
MIA,SFO,373
MIA,SJU,1225
MIA,STL,288
MIA,STT,261
MIA,STX,80
MIA,TPA,513
MIA,XNA,64
MKC,MKE,1
MKE,ABE,0
MKE,ALB,0
MKE,ATL,1078
MKE,BDL,180
MKE,BHM,0
MKE,BUF,0
MKE,BWI,323
MKE,CLE,479
MKE,CLT,40
MKE,CMH,230
MKE,COS,0
MKE,CVG,354
MKE,DEN,414
MKE,DFW,347
MKE,DTW,345
MKE,EWR,852
MKE,GJT,0
MKE,GSP,0
MKE,IAH,459
MKE,LAS,47
MKE,LAX,0
MKE,LNK,0
MKE,MCI,0
MKE,MCN,0
MKE,MCO,134
MKE,MDW,0
MKE,MEM,199
MKE,MGM,0
MKE,MKC,0
MKE,MQT,12
MKE,MSN,146
MKE,MSP,891
MKE,OMA,71
MKE,ORD,1064
MKE,PHL,297
MKE,PHX,173
MKE,PIT,329
MKE,RDU,220
MKE,ROA,0
MKE,RSW,9
MKE,SGF,0
MKE,SLC,61
MKE,TPA,31
MKE,TWF,0
MLB,ATL,410
MLB,CVG,1
MLB,DCA,43
MLB,LGA,4
MLB,MCO,1
MLI,ATL,596
MLI,CVG,1
MLI,DEN,205
MLI,DFW,185
MLI,DTW,189
MLI,GJT,0
MLI,LAS,3
MLI,MCO,30
MLI,MEM,115
MLI,MSP,308
MLI,ORD,809
MLU,ATL,474
MLU,DFW,254
MLU,IAH,167
MOB,ATL,780
MOB,DFW,472
MOB,IAH,296
MOB,MEM,200
MOB,ORD,85
MOD,FAT,0
MOD,LAX,315
MOD,SFO,544
MOD,SNA,0
MOT,MSP,202
MQT,GRB,72
MQT,MKE,6
MQT,MSN,47
MQT,ORD,106
MRY,DEN,106
MRY,FAT,0
MRY,LAS,23
MRY,LAX,650
MRY,LGB,22
MRY,ONT,82
MRY,PHX,149
MRY,PIH,0
MRY,SAN,131
MRY,SFO,700
MRY,SLC,110
MSN,ATL,197
MSN,ATW,1
MSN,CLE,117
MSN,CPR,0
MSN,CVG,39
MSN,CYS,0
MSN,DCA,39
MSN,DEN,244
MSN,DFW,259
MSN,DTW,319
MSN,EWR,187
MSN,LGA,131
MSN,LNK,0
MSN,MCI,40
MSN,MEM,89
MSN,MKE,83
MSN,MLI,0
MSN,MQT,141
MSN,MSP,376
MSN,ORD,1490
MSN,PUB,0
MSN,RFD,0
MSO,COS,0
MSO,CPR,0
MSO,DEN,354
MSO,GJT,0
MSO,HLN,0
MSO,IDA,0
MSO,MSP,112
MSO,ORD,50
MSO,SLC,420
MSP,ABQ,240
MSP,ALB,85
MSP,ALO,65
MSP,ANC,479
MSP,ATL,1759
MSP,ATW,149
MSP,AUS,240
MSP,AVL,81
MSP,AZO,73
MSP,BDL,331
MSP,BGR,3
MSP,BHM,0
MSP,BIL,315
MSP,BIS,566
MSP,BJI,40
MSP,BNA,291
MSP,BOI,323
MSP,BOS,608
MSP,BTV,13
MSP,BUF,73
MSP,BWI,394
MSP,BZN,412
MSP,CHS,8
MSP,CID,319
MSP,CLE,650
MSP,CLT,682
MSP,CMH,366
MSP,CMX,74
MSP,COS,233
MSP,CPR,113
MSP,CVG,690
MSP,CWA,38
MSP,DAY,172
MSP,DCA,844
MSP,DEN,1750
MSP,DFW,1272
MSP,DLH,454
MSP,DSM,436
MSP,DTW,2125
MSP,EAU,9
MSP,EGE,54
MSP,EWR,1685
MSP,FAI,117
MSP,FAR,651
MSP,FCA,181
MSP,FLL,200
MSP,FNT,94
MSP,FSD,591
MSP,GEG,360
MSP,GFK,378
MSP,GRB,432
MSP,GRR,544
MSP,GSO,88
MSP,GTF,249
MSP,HDN,48
MSP,HLN,111
MSP,HNL,197
MSP,HPN,110
MSP,IAD,417
MSP,IAH,721
MSP,ICT,175
MSP,IDA,102
MSP,IND,591
MSP,INL,56
MSP,JAC,37
MSP,JAX,83
MSP,JFK,473
MSP,LAN,105
MSP,LAS,1063
MSP,LAX,962
MSP,LGA,1282
MSP,LIT,77
MSP,LNK,276
MSP,LSE,370
MSP,MBS,112
MSP,MCI,880
MSP,MCO,668
MSP,MDT,97
MSP,MDW,915
MSP,MEM,889
MSP,MHT,49
MSP,MIA,290
MSP,MKE,1147
MSP,MLI,330
MSP,MOT,362
MSP,MSN,528
MSP,MSO,151
MSP,MSY,104
MSP,MYR,10
MSP,OKC,177
MSP,OMA,619
MSP,ORD,3531
MSP,ORF,104
MSP,PDX,667
MSP,PHL,691
MSP,PHX,1410
MSP,PIA,0
MSP,PIR,1
MSP,PIT,382
MSP,PSP,89
MSP,PVD,86
MSP,PWM,25
MSP,RAP,358
MSP,RDU,244
MSP,RHI,50
MSP,RIC,86
MSP,ROC,92
MSP,RST,361
MSP,RSW,236
MSP,SAN,534
MSP,SAT,248
MSP,SAV,9
MSP,SBN,92
MSP,SDF,305
MSP,SEA,1061
MSP,SFO,915
MSP,SGF,78
MSP,SJC,278
MSP,SJU,16
MSP,SLC,970
MSP,SMF,313
MSP,SNA,326
MSP,STL,587
MSP,SUX,116
MSP,TPA,406
MSP,TUL,160
MSP,TUS,126
MSP,TVC,89
MSP,TYS,103
MSP,XNA,161
MSY,ATL,953
MSY,AUS,45
MSY,BHM,93
MSY,BNA,173
MSY,BOS,1
MSY,BWI,65
MSY,CAE,0
MSY,CLE,44
MSY,CLT,525
MSY,CVG,32
MSY,DAL,475
MSY,DCA,126
MSY,DEN,243
MSY,DFW,666
MSY,DTW,137
MSY,EWR,354
MSY,FLL,80
MSY,HOU,932
MSY,IAD,143
MSY,IAH,789
MSY,JAX,97
MSY,JFK,320
MSY,LAS,49
MSY,LAX,245
MSY,LGA,259
MSY,MCI,88
MSY,MCO,257
MSY,MDW,168
MSY,MEM,214
MSY,MIA,303
MSY,MSP,154
MSY,ORD,396
MSY,PHL,384
MSY,PHX,100
MSY,RDU,111
MSY,SAT,70
MSY,SEA,1
MSY,SFO,1
MSY,SLC,127
MSY,STL,41
MSY,TPA,318
MTH,ATL,44
MTJ,ATL,12
MTJ,DEN,476
MTJ,DFW,93
MTJ,EWR,15
MTJ,IAH,68
MTJ,LAX,10
MTJ,ORD,11
MTJ,PUB,0
MTJ,SLC,110
MYR,ATL,932
MYR,BOS,27
MYR,CLT,517
MYR,CVG,42
MYR,DTW,88
MYR,EWR,176
MYR,IAD,257
MYR,LGA,102
MYR,MSP,12
MYR,PHL,3
MYR,PIT,3
OAJ,ATL,378
OAK,ABQ,287
OAK,ATL,227
OAK,BFL,0
OAK,BNA,106
OAK,BOI,204
OAK,BOS,88
OAK,BUR,1515
OAK,BWI,46
OAK,DEN,588
OAK,DFW,365
OAK,FAT,0
OAK,FLL,60
OAK,GEG,189
OAK,GJT,0
OAK,HNL,43
OAK,HOU,156
OAK,IAD,233
OAK,IAH,229
OAK,JFK,404
OAK,KOA,37
OAK,LAS,1865
OAK,LAX,3232
OAK,LGB,228
OAK,MCI,185
OAK,MDW,674
OAK,OGG,38
OAK,ONT,1138
OAK,ORD,234
OAK,PDX,829
OAK,PHL,66
OAK,PHX,1269
OAK,RNO,419
OAK,SAN,1751
OAK,SEA,1647
OAK,SLC,1177
OAK,SNA,1262
OAK,TUS,10
OAK,TWF,0
OGG,ATL,0
OGG,DEN,16
OGG,DFW,66
OGG,HNL,1378
OGG,ITO,12
OGG,KOA,248
OGG,LAS,22
OGG,LAX,420
OGG,LIH,86
OGG,OAK,78
OGG,ORD,2
OGG,PDX,89
OGG,PHX,115
OGG,SAN,139
OGG,SEA,87
OGG,SFO,222
OGG,SLC,27
OGG,SMF,78
OGG,SNA,83
OKC,ABQ,43
OKC,ATL,660
OKC,AUS,61
OKC,BWI,13
OKC,CLE,19
OKC,CVG,252
OKC,DAL,329
OKC,DEN,509
OKC,DFW,699
OKC,DTW,200
OKC,EWR,38
OKC,GJT,0
OKC,HOU,354
OKC,IAH,594
OKC,LAS,161
OKC,LAX,106
OKC,MCI,320
OKC,MEM,352
OKC,MSP,279
OKC,ONT,32
OKC,ORD,847
OKC,PHX,392
OKC,SAN,66
OKC,SAT,62
OKC,SLC,192
OKC,SMF,60
OKC,STL,120
OKC,TUL,0
OMA,ATL,773
OMA,CID,0
OMA,CVG,221
OMA,DEN,727
OMA,DFW,350
OMA,DTW,405
OMA,EWR,371
OMA,IAH,574
OMA,LAS,222
OMA,MCI,1
OMA,MDW,581
OMA,MEM,312
OMA,MKE,36
OMA,MSN,0
OMA,MSP,525
OMA,ONT,62
OMA,ORD,1378
OMA,PHX,515
OMA,PIH,0
OMA,SAN,81
OMA,SBN,0
OMA,SLC,190
OMA,STL,209
OMA,TUS,11
OME,ANC,278
OME,OTZ,129
ONT,ABQ,157
ONT,ATL,213
ONT,AUS,143
ONT,BNA,74
ONT,BOI,72
ONT,COS,126
ONT,DEN,372
ONT,DFW,365
ONT,ELP,44
ONT,FAT,70
ONT,GEG,107
ONT,GJT,0
ONT,IAD,1
ONT,IAH,179
ONT,JFK,153
ONT,LAS,1180
ONT,LAX,294
ONT,MCI,185
ONT,MRY,82
ONT,OAK,945
ONT,OKC,65
ONT,OMA,134
ONT,PDX,26
ONT,PHX,1483
ONT,RNO,4
ONT,SAN,1
ONT,SAT,135
ONT,SBA,0
ONT,SEA,510
ONT,SFO,490
ONT,SJC,587
ONT,SLC,366
ONT,SMF,1013
ONT,STL,0
ONT,TUL,52
ONT,TUS,147
ONT,TWF,0
ORD,ABE,521
ORD,ABQ,216
ORD,ALB,744
ORD,ANC,291
ORD,ASE,109
ORD,ATL,2421
ORD,ATW,835
ORD,AUS,1065
ORD,AVP,262
ORD,AZO,774
ORD,BDL,1470
ORD,BGM,0
ORD,BHM,681
ORD,BIL,38
ORD,BMI,812
ORD,BNA,1822
ORD,BOI,361
ORD,BOS,2606
ORD,BTR,123
ORD,BTV,384
ORD,BUF,1319
ORD,BWI,1375
ORD,BZN,160
ORD,CAE,579
ORD,CAK,390
ORD,CHA,292
ORD,CHS,481
ORD,CID,1467
ORD,CLE,2256
ORD,CLT,2519
ORD,CMH,1985
ORD,CMI,963
ORD,COS,700
ORD,CPR,0
ORD,CRW,275
ORD,CVG,2052
ORD,CWA,357
ORD,DAB,6
ORD,DAY,880
ORD,DBQ,479
ORD,DCA,2334
ORD,DEN,2520
ORD,DFW,3379
ORD,DSM,1875
ORD,DTW,2807
ORD,EGE,92
ORD,ELP,305
ORD,EVV,682
ORD,EWR,3652
ORD,FAR,482
ORD,FCA,9
ORD,FLL,652
ORD,FNT,494
ORD,FSD,628
ORD,FWA,1045
ORD,GEG,180
ORD,GJT,0
ORD,GPT,11
ORD,GRB,1286
ORD,GRR,1277
ORD,GSO,509
ORD,GSP,775
ORD,HDN,53
ORD,HNL,208
ORD,HPN,1256
ORD,HSV,244
ORD,IAD,1130
ORD,IAH,1914
ORD,ICT,1130
ORD,IND,1640
ORD,JAC,142
ORD,JAN,119
ORD,JAX,628
ORD,JFK,1609
ORD,LAN,500
ORD,LAS,2236
ORD,LAX,3122
ORD,LEX,780
ORD,LGA,4976
ORD,LGB,264
ORD,LIT,823
ORD,LNK,401
ORD,LSE,442
ORD,MBS,471
ORD,MCI,1507
ORD,MCO,1386
ORD,MDT,841
ORD,MEM,1460
ORD,MHT,507
ORD,MIA,1471
ORD,MKE,1156
ORD,MLI,804
ORD,MOB,62
ORD,MQT,196
ORD,MSN,1581
ORD,MSO,39
ORD,MSP,3534
ORD,MSY,480
ORD,MTJ,8
ORD,OAK,325
ORD,OGG,95
ORD,OKC,986
ORD,OMA,1569
ORD,ONT,0
ORD,ORF,763
ORD,PBI,338
ORD,PDX,1339
ORD,PHL,2787
ORD,PHX,2290
ORD,PIA,1081
ORD,PIH,0
ORD,PIT,1558
ORD,PNS,243
ORD,PSP,208
ORD,PVD,973
ORD,PWM,66
ORD,RAP,136
ORD,RDU,1372
ORD,RFD,0
ORD,RIC,835
ORD,RNO,152
ORD,ROA,243
ORD,ROC,1189
ORD,ROW,1
ORD,RST,818
ORD,RSW,276
ORD,SAN,1525
ORD,SAT,741
ORD,SAV,440
ORD,SBN,565
ORD,SDF,955
ORD,SEA,2258
ORD,SFO,2318
ORD,SGF,1043
ORD,SHV,68
ORD,SJC,753
ORD,SJU,639
ORD,SLC,1123
ORD,SMF,592
ORD,SNA,1186
ORD,SPI,449
ORD,STL,1497
ORD,STT,25
ORD,SWF,286
ORD,SYR,886
ORD,TOL,480
ORD,TPA,990
ORD,TUL,841
ORD,TUS,476
ORD,TVC,821
ORD,TYS,694
ORD,VPS,26
ORD,XNA,1040
ORF,ATL,608
ORF,BNA,2
ORF,BOS,94
ORF,BWI,409
ORF,CLE,75
ORF,CLT,457
ORF,CVG,126
ORF,DFW,264
ORF,DTW,448
ORF,EWR,761
ORF,IAD,250
ORF,IAH,247
ORF,JAX,128
ORF,JFK,178
ORF,LAS,35
ORF,MCO,149
ORF,MDW,90
ORF,MIA,49
ORF,MSP,125
ORF,ORD,682
ORF,PHL,118
ORF,TPA,19
OTZ,ANC,131
OTZ,OME,238
OXR,LAX,180
OXR,ONT,0
PBI,ATL,971
PBI,BDL,69
PBI,BOS,444
PBI,BWI,242
PBI,CLE,55
PBI,CLT,537
PBI,CVG,272
PBI,DCA,354
PBI,DEN,13
PBI,DFW,225
PBI,DTW,118
PBI,EWR,1205
PBI,HPN,213
PBI,IAD,113
PBI,IAH,224
PBI,IND,24
PBI,ISP,204
PBI,JFK,1221
PBI,LAS,39
PBI,LGA,624
PBI,MDW,39
PBI,ORD,242
PBI,PHL,631
PBI,PIT,55
PBI,RSW,0
PBI,SWF,79
PBI,TPA,172
PDX,ABQ,45
PDX,ANC,188
PDX,ATL,240
PDX,BOI,291
PDX,BOS,15
PDX,BUR,10
PDX,CLT,18
PDX,CVG,127
PDX,DEN,1064
PDX,DFW,347
PDX,DTW,26
PDX,EUG,142
PDX,EWR,187
PDX,GEG,394
PDX,HNL,188
PDX,IAD,74
PDX,IAH,260
PDX,JFK,206
PDX,LAS,875
PDX,LAX,773
PDX,MCI,38
PDX,MCO,18
PDX,MDW,143
PDX,MFR,240
PDX,MSP,336
PDX,OAK,838
PDX,OGG,101
PDX,ONT,25
PDX,ORD,812
PDX,PHL,117
PDX,PHX,790
PDX,PIH,0
PDX,PSC,0
PDX,PSP,50
PDX,RDM,192
PDX,RNO,280
PDX,SAN,346
PDX,SEA,331
PDX,SFO,908
PDX,SJC,546
PDX,SLC,588
PDX,SMF,773
PDX,SNA,326
PFN,ATL,792
PFN,CVG,5
PFN,MEM,195
PFN,TLH,1
PHF,ATL,879
PHF,BOS,187
PHF,FLL,54
PHF,LGA,260
PHF,MCO,67
PHL,ALB,152
PHL,ATL,2187
PHL,ATW,0
PHL,BDL,347
PHL,BNA,330
PHL,BOS,2610
PHL,BTV,126
PHL,BUF,193
PHL,BWI,275
PHL,CLE,376
PHL,CLT,1624
PHL,CMH,460
PHL,CVG,641
PHL,DCA,256
PHL,DEN,1078
PHL,DFW,1501
PHL,DTW,996
PHL,EGE,4
PHL,FLL,1471
PHL,HOU,217
PHL,IAD,208
PHL,IAH,568
PHL,IND,464
PHL,JAX,713
PHL,JFK,117
PHL,LAS,1398
PHL,LAX,1145
PHL,LGA,0
PHL,MCO,2592
PHL,MDW,766
PHL,MEM,343
PHL,MHT,860
PHL,MIA,995
PHL,MKE,201
PHL,MSP,610
PHL,MSY,520
PHL,MYR,5
PHL,OAK,72
PHL,ORD,2886
PHL,ORF,104
PHL,PBI,847
PHL,PDX,206
PHL,PHX,1214
PHL,PIT,1240
PHL,PVD,1131
PHL,RDU,1134
PHL,RIC,259
PHL,ROC,167
PHL,RSW,570
PHL,SAN,416
PHL,SEA,369
PHL,SFO,886
PHL,SJU,745
PHL,SLC,218
PHL,STL,0
PHL,STT,111
PHL,SYR,252
PHL,TPA,1493
PHX,ABQ,1736
PHX,ANC,177
PHX,ASE,52
PHX,ATL,1239
PHX,AUS,811
PHX,BDL,126
PHX,BFL,309
PHX,BHM,151
PHX,BNA,426
PHX,BOI,277
PHX,BOS,417
PHX,BUF,58
PHX,BUR,1303
PHX,BWI,742
PHX,CLD,87
PHX,CLE,336
PHX,CLT,791
PHX,CMH,310
PHX,COS,383
PHX,CVG,160
PHX,DCA,544
PHX,DEN,2845
PHX,DFW,1852
PHX,DRO,166
PHX,DSM,243
PHX,DTW,1182
PHX,ELP,1361
PHX,EUG,134
PHX,EWR,997
PHX,FAT,386
PHX,FLG,355
PHX,FLL,310
PHX,GEG,256
PHX,GJT,273
PHX,HNL,189
PHX,HOU,507
PHX,IAD,220
PHX,IAH,1058
PHX,ICT,216
PHX,IND,537
PHX,JFK,993
PHX,KOA,99
PHX,LAS,3590
PHX,LAX,3410
PHX,LGB,408
PHX,LIH,111
PHX,LIT,137
PHX,MCI,792
PHX,MCO,377
PHX,MDW,645
PHX,MEM,329
PHX,MFR,109
PHX,MHT,19
PHX,MIA,66
PHX,MKE,263
PHX,MRY,216
PHX,MSP,1229
PHX,MSY,106
PHX,OAK,1182
PHX,OGG,152
PHX,OKC,598
PHX,OMA,694
PHX,ONT,1853
PHX,ORD,2143
PHX,PDX,1152
PHX,PHL,1247
PHX,PIT,389
PHX,PSP,496
PHX,PVD,162
PHX,RDU,315
PHX,RNO,891
PHX,SAN,2506
PHX,SAT,874
PHX,SBA,411
PHX,SBP,279
PHX,SDF,82
PHX,SEA,1828
PHX,SFO,1471
PHX,SJC,1110
PHX,SLC,2070
PHX,SMF,1418
PHX,SNA,1475
PHX,STL,989
PHX,TEX,55
PHX,TPA,289
PHX,TUL,308
PHX,TUS,949
PHX,YUM,484
PIA,ATL,354
PIA,DEN,18
PIA,DFW,169
PIA,DTW,37
PIA,MSP,1
PIA,ORD,911
PIH,SLC,138
PIR,JAX,2
PIR,MSP,2
PIT,ATL,1177
PIT,BOS,388
PIT,BWI,184
PIT,CAE,0
PIT,CLT,631
PIT,CMH,0
PIT,COS,0
PIT,CVG,386
PIT,DCA,131
PIT,DEN,426
PIT,DFW,846
PIT,DSM,0
PIT,DTW,593
PIT,EWR,1018
PIT,FLL,205
PIT,GRR,0
PIT,IAD,484
PIT,IAH,462
PIT,JFK,898
PIT,LAS,414
PIT,LAX,161
PIT,LGA,873
PIT,MCI,61
PIT,MCO,475
PIT,MDW,588
PIT,MEM,255
PIT,MIA,185
PIT,MKE,286
PIT,MSN,0
PIT,MSP,391
PIT,MYR,2
PIT,ORD,1371
PIT,PBI,50
PIT,PHL,1414
PIT,PHX,306
PIT,PVD,1
PIT,PWM,0
PIT,RSW,62
PIT,SAN,5
PIT,SEA,13
PIT,SFO,121
PIT,SJU,16
PIT,SLC,83
PIT,TPA,208
PIT,TYS,0
PLN,DCA,1
PLN,DTW,62
PMD,LAX,0
PMD,SFO,96
PNS,ATL,1250
PNS,CLT,138
PNS,DFW,706
PNS,IAH,218
PNS,JAX,11
PNS,MCN,0
PNS,MCO,2
PNS,MEM,206
PNS,ORD,313
PSC,DEN,210
PSC,GJT,0
PSC,MTJ,0
PSC,OGD,0
PSC,PIH,0
PSC,SLC,299
PSC,TWF,0
PSE,EWR,71
PSE,FLL,15
PSE,JFK,59
PSE,MCO,44
PSG,JNU,94
PSG,WRG,158
PSP,ATL,37
PSP,COS,0
PSP,DEN,384
PSP,DFW,216
PSP,GJT,0
PSP,IAH,69
PSP,LAS,422
PSP,LAX,617
PSP,MSP,41
PSP,OGD,0
PSP,ONT,0
PSP,ORD,274
PSP,PDX,44
PSP,PHX,394
PSP,PIH,0
PSP,SEA,209
PSP,SFO,467
PSP,SLC,233
PVD,ATL,533
PVD,BNA,43
PVD,BOS,1
PVD,BWI,1025
PVD,CLE,132
PVD,CLT,452
PVD,CVG,278
PVD,DCA,147
PVD,DTW,300
PVD,EWR,730
PVD,FLL,12
PVD,IAD,81
PVD,JFK,74
PVD,LAS,67
PVD,MCO,378
